year,month,date,time,temperature,relativehumidity,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed,power
2021,3,26,11,29.2,70,165,323,171.9,6.4,122.245365
2021,3,26,12,30.8,63,800,174,488.4,8.1,552.13768
2021,3,26,13,31.2,62,821,149,860.2,10.2,555.3577326
2021,3,26,14,31.2,63,737,140,844.9,12.4,497.7122403
2021,3,26,15,30.8,64,582,132,811.2,13,401.0147616
2021,3,26,16,30.2,67,363,121,725.8,12.8,256.9047558
2021,3,26,17,29.5,70,134,91,534.4,13,97.802915
2021,3,26,18,28.6,73,22,22,222.1,12.6,16.6993684
2021,3,26,19,28.1,76,0,0,0,10.8,0
2021,3,26,20,27.7,78,0,0,0,9.5,0
2021,3,26,21,27.5,80,0,0,0,9.5,0
2021,3,26,22,27.2,82,0,0,0,9.7,0
2021,3,26,23,27,84,0,0,0,10.6,0
2021,3,27,0,26.9,83,0,0,0,10.6,0
2021,3,27,1,26.7,84,0,0,0,8.5,0
2021,3,27,2,26.3,86,0,0,0,5.1,0
2021,3,27,3,25.6,90,0,0,0,4.2,0
2021,3,27,4,25.9,87,0,0,0,3,0
2021,3,27,5,25.5,89,0,0,0,3.4,0
2021,3,27,6,25.5,90,0,3,0,3.4,0
2021,3,27,7,25.9,91,51,61,123.5,2.6,42.41347935
2021,3,27,8,27.7,81,173,133,334,1,135.1562587
2021,3,27,9,28.9,74,353,179,468.6,2.9,263.6376617
2021,3,27,10,29.9,69,584,180,632.9,3.5,418.3735996
2021,3,27,11,30.8,64,708,193,743.7,4.8,487.8323904
2021,3,27,12,31.3,62,769,187,774.4,8.9,517.3231411
2021,3,27,13,31.4,62,744,176,774.8,12.5,497.7383808
2021,3,27,14,31.3,62,741,139,804.1,14.5,498.4869279
2021,3,27,15,30.8,63,583,133,817.7,15,402.3703343
2021,3,27,16,30.3,65,356,130,718.2,14.8,251.473683
2021,3,27,17,29.5,67,143,96,544.6,13.5,104.8965418
2021,3,27,18,28.7,71,16,28,222.8,12.1,12.1272968
2021,3,27,19,28.2,75,0,0,0,11.3,0
2021,3,27,20,27.8,77,0,0,0,10.3,0
2021,3,27,21,27.6,78,0,0,0,11.2,0
2021,3,27,22,27.4,79,0,0,0,10.8,0
2021,3,27,23,27.2,81,0,0,0,9.3,0
2021,3,28,0,26.9,83,0,0,0,8.5,0
2021,3,28,1,26.6,84,0,0,0,7.2,0
2021,3,28,2,26.2,87,0,0,0,5.8,0
2021,3,28,3,25.5,90,0,0,0,8.1,0
2021,3,28,4,24.9,92,0,0,0,8.7,0
2021,3,28,5,24.7,93,0,0,0,9.2,0
2021,3,28,6,24.8,93,0,4,0,8.2,0
2021,3,28,7,26.1,89,62,55,146.1,8.6,51.3000927
2021,3,28,8,27.8,80,236,108,434.1,9.4,183.838336
2021,3,28,9,29.1,72,424,147,599.7,8.4,314.6312352
2021,3,28,10,30.2,66,623,154,707.8,7.2,441.6489364
2021,3,28,11,31.1,61,772,156,798,5.8,525.9513638
2021,3,28,12,31.5,61,828,162,837.6,8.1,551.766573
2021,3,28,13,31.7,61,825,151,850,12,543.6214163
2021,3,28,14,31.5,63,716,156,831.9,15.9,475.555923
2021,3,28,15,31.1,65,585,132,797.2,17.5,395.9190788
2021,3,28,16,30.5,67,390,115,748.9,17.9,271.6984725
2021,3,28,17,29.7,71,176,80,628.7,17.1,126.9527688
2021,3,28,18,29,75,23,24,284.6,15.3,17.06485
2021,3,28,19,28.5,78,0,0,0,14.3,0
2021,3,28,20,28.2,80,0,0,0,12.7,0
2021,3,28,21,27.9,82,0,0,0,11.9,0
2021,3,28,22,27.7,84,0,0,0,11.8,0
2021,3,28,23,27.4,86,0,0,0,12.8,0
2021,3,29,0,27.3,87,0,0,0,12.6,0
2021,3,29,1,27.1,87,0,0,0,12,0
2021,3,29,2,26.9,88,0,0,0,12,0
2021,3,29,3,26.9,88,0,0,0,12.4,0
2021,3,29,4,26.8,88,0,0,0,10.5,0
2021,3,29,5,26.6,89,0,0,0,10.3,0
2021,3,29,6,26.5,90,0,4,0,10.6,0
2021,3,29,7,27.3,85,64,53,149.7,12.1,50.574288
2021,3,29,8,28.5,78,226,101,421.9,13.5,170.921427
2021,3,29,9,29.7,71,450,131,604,12.7,324.5951475
2021,3,29,10,30.8,65,652,140,746.9,11.5,448.501346
2021,3,29,11,31.5,63,790,144,823.3,10.5,524.7055575
2021,3,29,12,32.2,59,860,145,862.7,12.5,552.485672
2021,3,29,13,32,61,833,147,869,15.7,539.5844965
2021,3,29,14,31.7,63,752,137,855.2,18.8,493.8828808
2021,3,29,15,31.4,65,601,125,830.9,19.9,400.076084
2021,3,29,16,30.8,69,382,109,751.7,20.7,261.0252986
2021,3,29,17,30,73,172,75,612.5,20,121.76697
2021,3,29,18,29.2,77,24,22,281.1,17.8,17.5725384
2021,3,29,19,28.7,79,0,0,0,16.9,0
2021,3,29,20,28.4,81,0,0,0,16.7,0
2021,3,29,21,28.2,82,0,0,0,17.2,0
2021,3,29,22,28.2,81,0,0,0,18.4,0
2021,3,29,23,28,81,0,0,0,19.4,0
2021,3,30,0,27.9,80,0,0,0,19.8,0
2021,3,30,1,27.7,80,0,0,0,19.7,0
2021,3,30,2,27.4,80,0,0,0,19.2,0
2021,3,30,3,27.1,80,0,0,0,17.4,0
2021,3,30,4,26.9,80,0,0,0,17.2,0
2021,3,30,5,26.6,80,0,0,0,15.9,0
2021,3,30,6,26.4,81,1,4,0,14.5,0.8280741
2021,3,30,7,27.1,77,80,54,204.2,14.3,64.667564
2021,3,30,8,28.3,71,267,97,507.5,13,206.2867232
2021,3,30,9,29.9,64,489,122,680,10.5,353.2469496
2021,3,30,10,31.4,58,673,137,787.2,8,453.2175824
2021,3,30,11,32.6,53,797,152,837.1,5.6,505.0367434
2021,3,30,12,33.4,52,868,147,867.8,4.7,524.6740576
2021,3,30,13,33.6,53,856,143,884.6,7.5,510.1175352
2021,3,30,14,33.2,57,762,136,872.6,10.7,462.5683662
2021,3,30,15,32.7,60,615,122,843.6,14.3,382.968495
2021,3,30,16,31.9,65,409,106,785.4,17.6,264.6977448
2021,3,30,17,30.8,72,187,78,662.7,18.7,127.1380088
2021,3,30,18,29.7,79,24,25,302.4,18.5,17.0792388
2021,3,30,19,29,82,0,0,0,17.2,0
2021,3,30,20,28.6,84,0,0,0,15.6,0
2021,3,30,21,28.4,86,0,0,0,14.2,0
2021,3,30,22,28.2,86,0,0,0,13.8,0
2021,3,30,23,28,87,0,0,0,13.3,0
2021,3,31,0,27.7,87,0,0,0,12.6,0
2021,3,31,1,27.4,87,0,0,0,12.7,0
2021,3,31,2,27.1,84,0,0,0,14.1,0
2021,3,31,3,26.9,81,0,0,0,16.1,0
2021,3,31,4,26.7,80,0,0,0,17.2,0
2021,3,31,5,26.5,82,0,0,0,17.7,0
2021,3,31,6,26.4,82,1,4,0,17.7,0.8266602
2021,3,31,7,27.1,79,85,54,212.6,17.9,68.47624225
2021,3,31,8,28.6,71,287,93,539.8,17.4,218.5847678
2021,3,31,9,30.2,64,502,116,711,16.3,357.0561344
2021,3,31,10,31.9,57,684,131,800.8,15.1,448.5589578
2021,3,31,11,33.1,54,809,141,848.8,15.1,496.5642809
2021,3,31,12,33.2,58,870,144,874.4,14.7,527.262978
2021,3,31,13,33.3,59,856,142,885.7,15.2,514.7269668
2021,3,31,14,33.1,60,732,139,856.1,16.8,444.901548
2021,3,31,15,32.7,62,578,130,800.1,19,358.7415378
2021,3,31,16,31.9,67,385,104,736.8,20.7,248.3371083
2021,3,31,17,30.9,73,183,76,633.5,20.7,123.5411132
2021,3,31,18,29.9,79,26,22,302.1,20.8,18.3145729
2021,3,31,19,29.6,80,0,0,0,20.9,0
2021,3,31,20,29.5,79,0,0,0,20.6,0
2021,3,31,21,29.3,79,0,0,0,20.2,0
2021,3,31,22,29,78,0,0,0,19.9,0
2021,3,31,23,28.7,79,0,0,0,19.6,0
2021,4,1,0,28.4,78,0,0,0,21.3,0
2021,4,1,1,28.1,78,0,0,0,20.8,0
2021,4,1,2,27.9,78,0,0,0,19.9,0
2021,4,1,3,27.7,79,0,0,0,18.4,0
2021,4,1,4,27.6,79,0,0,0,17.6,0
2021,4,1,5,27.4,79,0,0,0,16.6,0
2021,4,1,6,27.3,81,1,4,0,16.3,0.79565745
2021,4,1,7,28,79,81,54,201.4,16.6,62.6191155
2021,4,1,8,29.2,73,258,99,495.6,15.1,190.1862222
2021,4,1,9,30.7,67,416,142,605,12.6,286.7433296
2021,4,1,10,32.2,62,657,130,713.7,9.4,419.9896152
2021,4,1,11,33.1,61,774,154,815.6,8.7,469.6532541
2021,4,1,12,33.2,64,857,146,853.2,11.2,514.2644464
2021,4,1,13,32.8,65,714,160,806.1,15.5,438.310677
2021,4,1,14,32.5,66,627,177,714.5,20.8,391.2119475
2021,4,1,15,32,69,546,135,722.7,24.6,349.005657
2021,4,1,16,31.2,73,326,121,662.3,25.9,216.5079774
2021,4,1,17,30.6,77,177,77,567.7,25.5,120.6111276
2021,4,1,18,29.9,80,25,22,294.8,24.6,17.5802
2021,4,1,19,29.7,81,0,0,0,26.1,0
2021,4,1,20,29.5,81,0,0,0,26,0
2021,4,1,21,29.3,82,0,0,0,23.8,0
2021,4,1,22,29,81,0,0,0,23.1,0
2021,4,1,23,28.8,80,0,0,0,23,0
2021,4,2,0,28.8,76,0,0,0,21.3,0
2021,4,2,1,28.7,76,0,0,0,20,0
2021,4,2,2,28.6,76,0,0,0,17.9,0
2021,4,2,3,28.4,77,0,0,0,16.1,0
2021,4,2,4,28.2,77,0,0,0,15.2,0
2021,4,2,5,27.9,77,0,0,0,13.9,0
2021,4,2,6,27.7,77,1,5,0,12.2,0.78658585
2021,4,2,7,28.5,73,87,53,211.1,11.3,66.35605275
2021,4,2,8,30.1,64,285,94,534.2,10.6,203.767476
2021,4,2,9,31.6,59,500,117,701.1,9.1,332.42405
2021,4,2,10,32.7,56,682,132,794.1,6,427.4904216
2021,4,2,11,33.3,57,808,141,844.2,5.1,487.4628852
2021,4,2,12,33.8,59,871,142,875.1,7.2,507.4714268
2021,4,2,13,33.4,61,791,151,851.6,10.7,471.1295666
2021,4,2,14,33.1,62,681,154,788.8,14.6,412.5397893
2021,4,2,15,32.6,65,560,133,757.5,17.9,347.91736
2021,4,2,16,32,68,394,107,736.2,19.3,252.267956
2021,4,2,17,31,74,169,75,620.6,19.2,113.281714
2021,4,2,18,29.9,80,26,22,281.2,19.5,18.283408
2021,4,2,19,29.3,83,0,0,0,19.7,0
2021,4,2,20,28.9,85,0,0,0,19.7,0
2021,4,2,21,28.7,85,0,0,0,19.4,0
2021,4,2,22,28.5,85,0,0,0,18.7,0
2021,4,2,23,28.3,84,0,0,0,18,0
2021,4,3,0,28.1,79,0,0,0,18.8,0
2021,4,3,1,27.9,77,0,0,0,18.8,0
2021,4,3,2,27.7,77,0,0,0,18.4,0
2021,4,3,3,27.5,79,0,0,0,15.8,0
2021,4,3,4,27.3,81,0,0,0,14.8,0
2021,4,3,5,27.1,84,0,0,0,15,0
2021,4,3,6,27,86,1,5,0,14.3,0.799578
2021,4,3,7,27.7,83,86,55,205.6,13.4,66.9580649
2021,4,3,8,29.1,76,284,94,526.3,12.6,209.3260056
2021,4,3,9,30.5,68,498,120,696.8,11.3,346.359498
2021,4,3,10,31.8,63,664,140,780.1,11,433.6229424
2021,4,3,11,32.6,62,783,152,817.5,10.8,488.8886004
2021,4,3,12,33.3,61,857,146,856.8,12.1,513.6321947
2021,4,3,13,33.2,61,703,185,796.8,13.4,423.9527969
2021,4,3,14,33.1,60,665,171,729.2,16.1,404.179685
2021,4,3,15,32.6,63,566,130,755,18.6,352.8139492
2021,4,3,16,31.7,69,399,105,743.5,20.4,259.4423486
2021,4,3,17,30.5,76,190,76,659.7,20.3,130.37933
2021,4,3,18,29.5,83,25,22,310,19.7,17.84925625
2021,4,3,19,28.9,86,0,0,0,20,0
2021,4,3,20,28.8,86,0,0,0,20.5,0
2021,4,3,21,28.7,85,0,0,0,21.4,0
2021,4,3,22,28.6,85,0,0,0,20.6,0
2021,4,3,23,28.3,85,0,0,0,18.9,0
2021,4,4,0,28.2,83,0,0,0,17.4,0
2021,4,4,1,28.1,81,0,0,0,14.6,0
2021,4,4,2,28,81,0,0,0,13.1,0
2021,4,4,3,27.8,82,0,0,0,13,0
2021,4,4,4,27.7,83,0,0,0,12.3,0
2021,4,4,5,27.6,84,0,0,0,11.2,0
2021,4,4,6,27.5,85,1,5,0,9.8,0.78306875
2021,4,4,7,28.3,81,73,59,171.9,8.7,55.45364335
2021,4,4,8,29.6,75,267,103,469.3,6,192.2713725
2021,4,4,9,30.8,69,491,120,670.3,3.1,335.5063393
2021,4,4,10,31.8,66,668,137,776.4,0,434.0672016
2021,4,4,11,32.4,65,792,145,825.9,3.7,497.915748
2021,4,4,12,33,65,819,154,837.7,7.2,496.70712
2021,4,4,13,33.1,65,770,164,811.6,10.2,464.1404075
2021,4,4,14,33,65,664,164,774.2,13.7,402.70272
2021,4,4,15,32.4,68,454,144,676.5,15.5,283.9982472
2021,4,4,16,31.8,70,335,102,606.2,15.6,216.23379
2021,4,4,17,30.8,76,139,76,522.7,15,93.8679788
2021,4,4,18,29.9,81,19,20,225,14.7,13.33817765
2021,4,4,19,29.2,85,0,0,0,14.5,0
2021,4,4,20,28.9,87,0,0,0,13.8,0
2021,4,4,21,28.7,89,0,0,0,13.7,0
2021,4,4,22,28.4,91,0,0,0,11.7,0
2021,4,4,23,28.3,92,0,0,0,9.3,0
2021,4,5,0,28.2,91,0,0,0,8,0
2021,4,5,1,28,91,0,0,0,7.1,0
2021,4,5,2,27.9,92,0,0,0,5.6,0
2021,4,5,3,27.6,93,0,0,0,3.7,0
2021,4,5,4,27.2,95,0,0,0,0.8,0
2021,4,5,5,26.8,95,0,0,0,1.1,0
2021,4,5,6,26.9,94,1,5,0,3.6,0.7920839
2021,4,5,7,28.5,87,68,58,163.4,4.3,50.641419
2021,4,5,8,29.5,81,201,115,380.4,5,143.9997668
2021,4,5,9,30.4,76,418,142,535.3,6.5,288.3529528
2021,4,5,10,31.2,72,576,179,666.4,8,383.1860736
2021,4,5,11,31.7,69,680,203,705.5,9.7,442.157386
2021,4,5,12,32.1,69,810,160,771,11.8,514.7783685
2021,4,5,13,32.1,69,776,162,812.4,14.4,493.1703876
2021,4,5,14,31.9,69,704,150,795,17.5,452.5876256
2021,4,5,15,31.6,70,572,128,785.2,19.3,373.409036
2021,4,5,16,30.8,73,331,109,685.4,18.9,224.6626421
2021,4,5,17,30.1,76,154,75,534.2,16.7,107.9135596
2021,4,5,18,29.3,81,24,23,258.7,14.1,17.3668908
2021,4,5,19,28.7,84,0,0,0,13.3,0
2021,4,5,20,28.2,87,0,0,0,12.6,0
2021,4,5,21,27.9,88,0,0,0,12.7,0
2021,4,5,22,27.7,88,0,0,0,12.3,0
2021,4,5,23,27.5,88,0,0,0,10.8,0
2021,4,6,0,27.5,88,0,0,0,10.1,0
2021,4,6,1,27.4,87,0,0,0,9.5,0
2021,4,6,2,27.4,87,0,0,0,8.5,0
2021,4,6,3,27.3,87,0,0,0,7.1,0
2021,4,6,4,27.2,87,0,0,0,5.6,0
2021,4,6,5,27.2,86,0,0,0,4.9,0
2021,4,6,6,27,87,1,4,0,3.9,0.798201
2021,4,6,7,27.6,83,27,58,68.7,3.9,21.1186359
2021,4,6,8,28.2,80,118,140,187,5.4,90.216192
2021,4,6,9,29,76,271,210,331.5,7.9,200.728616
2021,4,6,10,29.6,72,432,228,463.9,9,312.6681216
2021,4,6,11,30.2,68,570,259,561.4,9.4,402.731448
2021,4,6,12,30.8,65,693,211,651.6,10.2,476.7046515
2021,4,6,13,31,64,747,175,735.4,11.6,509.167152
2021,4,6,14,31,63,718,154,791.6,13.5,490.212346
2021,4,6,15,30.7,64,574,128,795.9,14.2,397.6300048
2021,4,6,16,30.2,66,337,121,691.3,14.6,238.9015916
2021,4,6,17,29.5,69,159,74,548.4,14.4,116.2442243
2021,4,6,18,28.7,74,24,23,265.8,12.8,18.0993288
2021,4,6,19,28.2,78,0,0,0,11.5,0
2021,4,6,20,27.8,80,0,0,0,9.7,0
2021,4,6,21,27.5,82,0,0,0,8.4,0
2021,4,6,22,27.2,83,0,0,0,8.5,0
2021,4,6,23,27,84,0,0,0,8.1,0
2021,4,7,0,26.7,87,0,0,0,6.9,0
2021,4,7,1,26.3,89,0,0,0,6.2,0
2021,4,7,2,26,90,0,0,0,6,0
2021,4,7,3,25.6,91,0,0,0,6.9,0
2021,4,7,4,25.4,91,0,0,0,6,0
2021,4,7,5,25.2,92,0,0,0,5.2,0
2021,4,7,6,25.4,91,1,6,0,4.5,0.8493386
2021,4,7,7,27.3,82,45,66,104.2,5.6,35.7434505
2021,4,7,8,28.4,76,192,130,308.8,7.1,146.3983872
2021,4,7,9,29.3,71,395,172,509,8.1,290.7105003
2021,4,7,10,29.9,67,537,201,616.3,9.3,385.9904717
2021,4,7,11,30.6,63,775,170,733.4,10.5,540.63783
2021,4,7,12,31.1,60,800,193,818.3,11.7,545.9272
2021,4,7,13,31.3,58,851,146,841.2,13,576.2734571
2021,4,7,14,31.3,58,739,138,858.2,14.1,500.4301819
2021,4,7,15,31,59,573,124,799.6,15.8,393.806283
2021,4,7,16,30.5,61,392,111,739.6,18.1,275.824234
2021,4,7,17,29.7,65,181,78,637.7,18.9,131.8744733
2021,4,7,18,28.8,69,26,23,299.4,17.9,19.6774578
2021,4,7,19,28.3,72,0,0,0,16.8,0
2021,4,7,20,28,74,0,0,0,16,0
2021,4,7,21,27.7,75,0,0,0,15.5,0
2021,4,7,22,27.5,77,0,0,0,14.7,0
2021,4,7,23,27.2,79,0,0,0,13.7,0
2021,4,8,0,27.2,80,0,0,0,12,0
2021,4,8,1,26.9,81,0,0,0,10.2,0
2021,4,8,2,26.6,84,0,0,0,9.1,0
2021,4,8,3,26.2,85,0,0,0,7.9,0
2021,4,8,4,26,86,0,0,0,7.9,0
2021,4,8,5,25.9,87,0,0,0,8.4,0
2021,4,8,6,26,86,1,6,0,9.2,0.835289
2021,4,8,7,26.8,83,46,65,114,11.9,37.3008526
2021,4,8,8,27.6,78,92,138,194.4,11.8,72.5762424
2021,4,8,9,28.8,71,384,178,382.4,12.1,289.6483968
2021,4,8,10,29.6,66,476,192,584.7,11.4,347.9899864
2021,4,8,11,30.5,61,580,265,580.7,11.2,408.107285
2021,4,8,12,31.3,57,856,153,737.4,11.6,580.6116604
2021,4,8,13,31.4,58,848,148,878,13.3,571.0676224
2021,4,8,14,31.3,59,755,139,862,15.8,510.4249603
2021,4,8,15,30.9,62,601,125,829,17.4,413.2456167
2021,4,8,16,30.5,64,399,107,766.3,18.3,279.359052
2021,4,8,17,29.7,67,181,77,643.5,18.3,131.4361094
2021,4,8,18,28.8,71,25,24,297.5,16.5,18.8573175
2021,4,8,19,28.3,74,0,0,0,15.9,0
2021,4,8,20,28,76,0,0,0,15.3,0
2021,4,8,21,27.7,78,0,0,0,15.3,0
2021,4,8,22,27.5,79,0,0,0,14.5,0
2021,4,8,23,27.2,80,0,0,0,13.4,0
2021,4,9,0,27,82,0,0,0,12.2,0
2021,4,9,1,26.8,83,0,0,0,10.9,0
2021,4,9,2,26.5,84,0,0,0,10.9,0
2021,4,9,3,26.4,85,0,0,0,11.7,0
2021,4,9,4,26.5,84,0,0,0,11.7,0
2021,4,9,5,26.6,83,0,0,0,10.7,0
2021,4,9,6,26.7,82,1,5,0,9.9,0.8158731
2021,4,9,7,27.4,79,36,63,78.2,10.6,28.6113744
2021,4,9,8,28.3,74,215,123,307,9.6,165.2744345
2021,4,9,9,29.3,68,430,150,558.8,9,318.063518
2021,4,9,10,30.3,64,606,169,683.8,8.4,428.7818448
2021,4,9,11,31,61,785,159,778.7,9.2,537.732065
2021,4,9,12,31.4,57,843,166,843.5,10.9,568.6331736
2021,4,9,13,31.5,57,825,154,850.2,13.7,553.3982438
2021,4,9,14,31.4,56,726,154,831.9,15.6,490.5158016
2021,4,9,15,31.1,56,606,127,815.2,16.9,416.2664904
2021,4,9,16,30.6,56,405,106,776.9,16.8,285.802992
2021,4,9,17,29.8,59,183,77,652.1,16.3,133.9773744
2021,4,9,18,28.9,64,26,23,302.3,14.8,19.7457104
2021,4,9,19,28.3,69,0,0,0,14.7,0
2021,4,9,20,27.9,73,0,0,0,13.5,0
2021,4,9,21,27.6,77,0,0,0,13.4,0
2021,4,9,22,27.4,79,0,0,0,12.8,0
2021,4,9,23,27.1,81,0,0,0,12.2,0
2021,4,10,0,27.1,82,0,0,0,11.1,0
2021,4,10,1,27,83,0,0,0,10.5,0
2021,4,10,2,26.9,83,0,0,0,10.4,0
2021,4,10,3,26.9,83,0,0,0,8.2,0
2021,4,10,4,26.7,83,0,0,0,6.2,0
2021,4,10,5,26.6,83,0,0,0,4.3,0
2021,4,10,6,26.4,84,2,5,0,4.2,1.6476648
2021,4,10,7,27.2,80,65,61,159.3,3.8,52.04056
2021,4,10,8,27.8,78,186,113,345.8,5.6,145.3834776
2021,4,10,9,28.4,76,348,143,460.1,7.7,265.3470768
2021,4,10,10,29.2,72,456,186,530.1,10,336.7093056
2021,4,10,11,29.9,69,621,210,597.9,12.3,444.8801462
2021,4,10,12,30.6,67,702,168,687.6,14.9,486.4683096
2021,4,10,13,30.7,65,635,193,679,16.3,439.1569513
2021,4,10,14,30.7,65,643,146,686.5,17.7,444.6896373
2021,4,10,15,30.6,65,500,146,701.8,17.4,347.643
2021,4,10,16,30.1,66,334,112,639.1,17,238.0087006
2021,4,10,17,29.5,68,149,78,534.5,15.6,109.115531
2021,4,10,18,28.8,71,22,23,247.4,13.5,16.5944394
2021,4,10,19,28.4,74,0,0,0,12.6,0
2021,4,10,20,28,76,0,0,0,11.8,0
2021,4,10,21,27.8,78,0,0,0,11,0
2021,4,10,22,27.7,79,0,0,0,9.7,0
2021,4,10,23,27.4,80,0,0,0,8.2,0
2021,4,11,0,27.3,81,0,0,0,8.2,0
2021,4,11,1,27.1,81,0,0,0,8.2,0
2021,4,11,2,26.9,83,0,0,0,7.6,0
2021,4,11,3,26.6,85,0,0,0,5.4,0
2021,4,11,4,26.2,87,0,0,0,5,0
2021,4,11,5,26.2,87,0,0,0,6,0
2021,4,11,6,26.1,88,2,6,0,5.1,1.6577064
2021,4,11,7,26.9,85,50,65,125.8,6,40.2266125
2021,4,11,8,27.6,82,150,114,269.6,8.4,117.52677
2021,4,11,9,28.1,79,304,159,389.2,8,233.9162504
2021,4,11,10,28.5,77,360,178,442.4,8,272.72673
2021,4,11,11,29.3,73,464,209,455.8,9.7,340.3462504
2021,4,11,12,29.9,70,532,204,507.4,10.8,380.483474
2021,4,11,13,30.3,67,688,168,623.6,12.1,484.3785912
2021,4,11,14,30.4,67,580,214,688.3,14.7,406.203406
2021,4,11,15,30.1,68,453,163,633.6,13.7,321.7333746
2021,4,11,16,29.5,70,246,118,528.9,16.2,179.548635
2021,4,11,17,29,73,103,82,377.5,16.9,76.679174
2021,4,11,18,28.4,77,17,21,174.4,15.2,12.9404119
2021,4,11,19,28,79,0,0,0,14.7,0
2021,4,11,20,27.9,80,0,0,0,13.2,0
2021,4,11,21,27.8,81,0,0,0,11.9,0
2021,4,11,22,27.7,81,0,0,0,9.5,0
2021,4,11,23,27.6,82,0,0,0,8.4,0
2021,4,12,0,27.4,83,0,0,0,6.7,0
2021,4,12,1,27.2,84,0,0,0,5.8,0
2021,4,12,2,27.1,84,0,0,0,5.6,0
2021,4,12,3,26.8,86,0,0,0,5.4,0
2021,4,12,4,26.4,87,0,0,0,6.1,0
2021,4,12,5,25.8,90,0,0,0,5.7,0
2021,4,12,6,25.6,91,2,5,0,5.3,1.6845158
2021,4,12,7,26.3,86,39,65,100.4,6,32.1584523
2021,4,12,8,27.3,81,132,123,218.4,7,105.0267834
2021,4,12,9,28.3,78,354,152,404.7,7.7,270.2896554
2021,4,12,10,28.9,76,434,172,524.7,7.9,323.0386124
2021,4,12,11,29.6,73,604,218,576.8,9.9,436.4212268
2021,4,12,12,30.5,69,593,263,624.2,11.8,411.7431753
2021,4,12,13,30.6,69,526,206,573.9,13.9,363.2890536
2021,4,12,14,30.2,69,330,275,453.4,15.5,232.770846
2021,4,12,15,29.9,71,292,204,369.1,16.3,208.4867882
2021,4,12,16,29.6,73,275,145,450.2,17.1,198.7017175
2021,4,12,17,29,76,102,103,413.5,15.8,75.550992
2021,4,12,18,28.4,79,18,25,173,13,13.6551402
2021,4,12,19,28,82,0,0,0,11.3,0
2021,4,12,20,27.8,83,0,0,0,9.8,0
2021,4,12,21,27.6,84,0,0,0,8.9,0
2021,4,12,22,27.5,84,0,0,0,7.4,0
2021,4,12,23,27.3,85,0,0,0,6.9,0
2021,4,13,0,26.9,87,0,0,0,5.6,0
2021,4,13,1,26.6,89,0,0,0,5.8,0
2021,4,13,2,26.3,90,0,0,0,5.4,0
2021,4,13,3,26.1,91,0,0,0,6.7,0
2021,4,13,4,26.1,91,0,0,0,6.1,0
2021,4,13,5,25.9,92,0,0,0,5.8,0
2021,4,13,6,26,91,1,7,0,5.4,0.8280965
2021,4,13,7,26.7,88,56,67,125.6,5,45.2200224
2021,4,13,8,27.4,84,144,114,274,5.5,113.4717696
2021,4,13,9,28.4,77,311,152,380.7,5.4,236.7334177
2021,4,13,10,29.3,73,439,198,492.2,7.5,322.0086292
2021,4,13,11,30,70,576,179,562.1,11.5,409.8384
2021,4,13,12,30.3,70,695,193,657.6,12,486.8589675
2021,4,13,13,30.3,69,629,211,670.7,13.3,441.363356
2021,4,13,14,30.2,70,695,148,715.4,15.7,489.40927
2021,4,13,15,29.9,71,482,153,726.4,14.7,344.1459997
2021,4,13,16,29.4,73,268,121,564.6,17.7,195.6008184
2021,4,13,17,29,75,117,84,420.1,16.7,86.80815
2021,4,13,18,28.5,78,18,25,197.2,14.8,13.613211
2021,4,13,19,28.1,81,0,0,0,13.3,0
2021,4,13,20,27.9,82,0,0,0,11.5,0
2021,4,13,21,27.8,83,0,0,0,10,0
2021,4,13,22,27.7,84,0,0,0,9.5,0
2021,4,13,23,27.6,84,0,0,0,9,0
2021,4,14,0,27.5,85,0,0,0,8.4,0
2021,4,14,1,27.4,85,0,0,0,7.8,0
2021,4,14,2,27.2,86,0,0,0,7.2,0
2021,4,14,3,27,87,0,0,0,5.8,0
2021,4,14,4,26.8,88,0,0,0,5.8,0
2021,4,14,5,26.6,90,0,0,0,5.8,0
2021,4,14,6,26.4,90,1,8,0,5.4,0.815349
2021,4,14,7,26.9,86,43,72,91.3,7.6,34.5354113
2021,4,14,8,28,80,185,125,287.1,8.8,142.7756
2021,4,14,9,28.5,78,327,164,443.2,9.5,247.3066665
2021,4,14,10,29.2,74,414,236,486.6,9,304.6684788
2021,4,14,11,29.9,72,536,246,531.1,10.2,382.0592992
2021,4,14,12,29.8,71,477,320,520.6,14.1,342.3234384
2021,4,14,13,29.8,72,583,247,538.3,16.7,417.6929152
2021,4,14,14,29.8,72,446,265,553.8,16.3,319.5386624
2021,4,14,15,29.3,74,403,205,524.5,17.9,295.1045279
2021,4,14,16,28.9,76,185,165,442.4,18.3,137.700791
2021,4,14,17,28.6,78,86,107,294,17.6,64.7295512
2021,4,14,18,28.2,79,14,26,147.3,16,10.7218608
2021,4,14,19,28,81,0,0,0,14.5,0
2021,4,14,20,27.9,81,0,0,0,13.7,0
2021,4,14,21,27.9,80,0,0,0,12.2,0
2021,4,14,22,27.9,80,0,0,0,10.9,0
2021,4,14,23,27.7,81,0,0,0,10.5,0
2021,4,15,0,27.5,82,0,0,0,8.6,0
2021,4,15,1,27.1,84,0,0,0,11.9,0
2021,4,15,2,26.5,86,0,0,0,12,0
2021,4,15,3,26.3,87,0,0,0,11.2,0
